¿Con qué país delimita Turkmenistan?,Geografía,Kirguinistan,Uzbequistan,Mongolia,Síria,
¿Dónde se encuentra el río Nilo?,Geografía,En Europa,En América,En África,En Asia
¿Cuál es la capital de Nueva Zelanda?,Geografía,Camberra,Wellington,Sidney,Antananaribe
¿Cuál es la capital de la comunidad de Castilla-La Mancha?,Geografía,Ciudad Real,Toledo,Guadalajara,Albacete
¿Qué colores tiene la bandera de Bosnia y Herzegovina?,Geografía,Azul, amarillo y blanco,Azul, rojo y blanco,Azul, negro y blanco,Azul, verde y blanco
¿Cómo se llama el mar donde se ubica Puerto Rico y Rep. Dominicana?,Geografía,Mar Caribe,Mar Índico,Mar de Bering,Mar Caspio
¿Con qué países tiene frontera el Líbano?,Geografía,Israel y Jordania,Israel, Siria y Jordania,Israel y Siria,Siria
¿Si pasas sobre el puente de Angostura, qué río estás cruzando?,Geografía,El Magdalena,El Amazonas,El Nilo,El Orinoco
¿Dónde se encuentra la Cueva del Milodón?,Geografía,Chile,Argentina,Escocia,Grecia
¿Dónde está el Cabo de Gata?,Geografía,España,Portugal,Francia,Italia
¿A qué ciudad argentina se la llama 'La Feliz'?,Geografía,Mar del Plata,Necochea,Santa Clara,Villa Gesell
¿Cuál es el código internacional para Irak?,Geografía,IK,IQ,IA,IR
¿Qué es el Tsingy de Bemaraha de Madagascar?,Geografía,Un bosque de piedras,Un desierto,Un volcán,Un acantilado
¿A qué país pertenece la Isla Margarita?,Geografía,Brasil,Venezuela,Cuba,Mexico
¿Qué país tiene el código AO?,Geografía,Andorra,Angola,Aruba,Antigua y Barbuda
¿En dónde nace el famoso río Nilo?,Geografía,Lago Victoria,Mar Mediterráneo,Lago Alberto,Lago Eduardo
¿De qué isla comparen las jurisdición Francia y España?,Geografía,La isla de Montpellier,La isla de Boira,La isla de los Faisanes,La isla de Yves
¿Qué colores tiene la bandera de Uruguay?,Geografía,Azul y blanco,Azul, blanco y oro,Azul, blanco y naranja,Azul y naranja
¿Cuáles son los colores de la bandera de Panamá?,Geografía,Rojo, azul y blanco,Blanco y rojo,Celeste y blanco,Rojo, blanco y celeste
¿Cómo se llama el presidente de la Repúclica del Ecuador?,Geografía,Rafael Correa,Evo Morales,Hugo Chávez,Fidel Castro
¿De qué continente es originario el cacao?,Geografía,América,Ocanía,África,Asia
¿Qué país tiene más territorio en la Amazonía?,Geografía,Brasil,Argentina y Venezuela,Perú,Ecuador
¿De dónde es el queso D.O. Idiazabal?,Geografía,Asturias,Burgos,Gipuzkoa,La Rioja
¿Dónde se encuentra la villa portuaria más antigua de Francia?,Geografía,Cannes,Bordeux,Marseille,Saint-Malo
¿En qué continente se encuentra situado el río Tigris?,Geografía,América del Sur,África,Asia,América del Norte
¿A qué continente pertenece Ecuador?,Geografía,Europa,América,Asia,África
¿En qué continente apareció el Ébola?,Geografía,En Europa,En Antártida,En Asia,En África
¿En qué ciudad puedes visitar los jardines y el palacio del Generalife?,Geografía,Sevilla,Toledo,Madrid,Granada
¿Por cuenta agua está cubierta la Tierra?,Geografía,99%,50%,35,8%,70,7%
¿A qué continente pertenece Mongolia?,Geografía,Oceania,Europa,África,Asia
¿En qué país se celebra la tomatina?,Geografía,Perú,Ecuador,Venezuela,España
¿Cuál es la capital de Croacia?,Geografía,Sarajevo,Dubrovnik,Split,Zagreb
¿En qué hemisferio está Groenlandia?,Geografía,Norte,Oeste,Sur,Ninguno
¿Cuál es la capital de Madagascar?,Geografía,Florida,Granada,Bangkok,Antananarivo
¿Que país es el mayor productor de leche del mundo?,Geografía,China,Brasil,India,Canadá
¿Dónde tuvo lugar la Expo 2008?,Geografía,Zaragoza,Madrid,Sevilla,Barcelona
¿A qué continente pertenece Islandia?,Geografía,Europa,América,Asia,Polo Norte
¿Cómo se les llama a los habitantes de Huelva?,Geografía,Huelvanos,Olcaños,Onubenses,Gambores
¿Dónde se encuentra Irak?,Geografía,África,Europa,Asia,América
¿Dónde se encuentra la Conchinchina?,Geografía,China,Camboya,Vietnam,No existe
¿De qué ciudad viene el equipo de fútbol Juventus?,Geografía,París,Madrid,Turin,Nápoles
¿Cuál es el gentilicio de la provincia de Huelva (España)?,Geografía,Huelvano,Onubense,Welbense,Huelvense
¿Cuál de estos ríos desemboca en el Mar Mediterráneo?,Geografía,Duero,Tajo,Ebro,Guadalquivir
¿En qué país se encuentra la ciudad de Eindhoven?,Geografía,Eindhoven,Holanda,Noruega,Dinamarca
¿Cómo se les dice a los nacidos en Cuba?,Geografía,Cubense,Cubino,Cubano,Cubista
¿En qué país asiático se encuentra el tempo de Borobudur?,Geografía,Nepal,India,Indonesia,China
¿En qué país se encuentra Oslo?,Geografía,Noruega,Portugal,Gales,Ucrania
¿Con qué provincia no limita el País Vasco?,Geografía,Burgos,Cantabria,La Rioja,Zaragoza
¿Cuál de los siguientes países no es de Europa?,Geografía,España,Italia,Francia,Nigeria
¿Qué país no tiene costas?,Geografía,Argentina,Uruguay,Bolivia,Brasil
¿En qué país europeo se encuentra la ciudad de Salisbury?,Geografía,Noruega,Irlanda,Islandia,Inglaterra
¿Cuál es el idioma predominante en América?,Geografía,Portugués,Inglés,Francés,Español
¿Dónde queda el país de Perú?,Geografía,Oceanía,África,Europa,Sudamerica
¿En qué país se encuentra 'Cochabamba'?,Geografía,Perú,En el continente asiático,Colombia,Bolivia
¿Qué país es famoso por su "October Fest"?,Geografía,Francia,Inglaterra,Estados Unidos,Alemania
¿Cuál de estos países no es un país tropical?,Geografía,Madagascar,Perú,Filipinas,Croacia
¿En qué país está Poitiers?,Geografía,Francia,Bélgica,Canadá,Mongolia
¿Qué país es considerado "el país de los mil lagos"?,Geografía,Finlandia,Suecia,Canadá,Egipto
¿Dónde se encuentra la región de Medio Oriente?,Geografía,Entre Siria y la fontera Irán-Afganistán,En Yémen,En Kuwait,En Oman
¿En qué país se encuntra la ciudad de Atenas?,Geografía,Grecia,Polinia,Italia,España
¿Cuál es el sexto país más grande el mundo?,Geografía,Australia,México,Vaticano,Chile
¿Cúal estado se rige por una teocracia?,Geografía,El Vaticano,Grecia,Arabia Saudí,Israel
¿Cuál de los siguientes países NO tiene una bandera de color azul, rojo y amarillo?,Geografía,Perú,Colombia,Ecuador,Venezuela
¿Qué ciudad se conoce como "Ciudad Condal"?,Geografía,Barcelona,Madrid,Cádiz,Sevilla
¿Cuántas estrellas tiene la bandera de China?,Geografía,5,Ninguna es correcta,6,0
¿Cuál de los siguientes países considera a la vaca como un animal sagrado?,Geografía,India,Arabia Saudí,Argentina,Oman
¿En qué país es típico el flamenco?,Geografía,España,México,Chile,Francia
¿En qué país de sur América se habla portugués?,Geografía,Brasil,Perú,Bolivia,Argentina
¿Cuál de los siguientes países tiene al subterráneo como uno de sus sistemas de transporte?,Geografía,Argelia,Bolivia,Uruguay,Nueva Zelanda
¿Dónde se encuentra Panamá?,Geografía,América Central,América Del Norte,América Del Sur,Otro continente
¿Cuál de estos países NO se encuentra ubicado en sudamerica?,Geografía,Haiti,Ecuador,Colombia,Argentina
¿A qué isla pertenece la ciudad de Honolulu?,Geografía,Hawai,Islas Filipinas,Australia,Groenlandia
¿Cómo se le conoce a los habitantes de Málaga?,Geografía,Boquerones,Jureles,Sardinas,Calamares
¿A qué provincia pertenece Arenas de San Pedro?,Geografía,Ávila,Salamanca,Segovia,Madrid
¿Cúal es el idioma tradicional en Bulgaria?,Geografía,Búlgaro,Inglés,Francés,Alemán
¿En qué ciudad se encuentra el museo San Telmo?,Geografía,Donostia,Madrid,Logroño,Salamanca
¿Cuál es la rama mayoritaria del Islam?,Historia,Chiísmo,Sunismo,Jariyismo,Sufismo
¿De qué fue ministro Manuel Fraga durante el franquismo?,Historia,De Interior,De Economía,De Información y Turismo,Del Ejército
¿En qué año tuvo lugar el ataque a Pearl Harbor?,Historia,1939,1940,1941,1942
¿Las revueltas de dónde son llamadas Intifadas?,Historia,Montenegro,Kosovo,Palestina,Chechenia
La Comuna de París fue un movimiento...,Historia,Del mayo de 68,Hippie de los años 60,Insurrecional autogestionario del XIX,De la revolución francesa
 A qué dirigente latinoamericano mandó callar Juan Carlos de Borbón?,Historia,Evo Morales,Fidel Castro,Hugo Chávez,Rafael Correa
¿Quiénes fueron los sans-culottes de la Revolución Francesa?,Historia,La burguesía durante la Revolución,La principal masa social revolucionaria,El nombre despectivo de los burgueses,Ninguna es correcta
¿Con qué hecho histórico relacionarías al "hombre del tanque" o "rebelde desconocido"?,Historia,Protestas de plaza Tian'anmen, Pekín,Protestas de plaza Tahrir, El Cairo,Protestas de plaza del Sol, Madrid,Protestas de plaza de Mayo, Buenos Aires
¿Qué otro nombre recibió el período de la Gran Hambruna China?,Historia,Tres años de desastres naturales,Tres años de dificultades económicas,Tres años amargos,Todas son correctas
¿Cuántos soldados argentinos murieron en la Guerra de las Malvinas?,Historia,649,200,987,1452
¿Cuál es la ciudad más antigua de América Latina?,Historia,Caral,Valparaíso,Arequipa,La Paz
¿A qué presidente ceso el rey Alfonso XIII tras las reacciones que sucedieron a la Semana Trágica?,Historia,Eduardo Dato,Antonio Maura,Segismundo Moret,Cánovas del Castillo
¿Quién pronunció la frase: "Bebamos de la copa de la destrucción"?,Historia,Margaret Tatcher,Mussolini,Gengis Kan,Berlusconi
¿Con qué emperador estuvo casada Cleopatra?,Historia,Ptolomeo XIV,Julio César,Marco Antonio,Todas son correctas
¿En qué partido se organizan hoy los carlistas?,Historia,Comunión Tradicionalista Carlista,Partido Carlista,Ambas son correctas,Ninguna es correcta
El Renacimiento marcó el inicio de la Edad...,Historia,Moderna,Antigüedad clásica,Contemporánea,Media
¿Qué país fue dirigido por Stalin?,Historia,Unión Soviética,Cuba,Alemania,Polonia
¿Qué se celebra el 8 de Marzo?,Historia,El día del trabajo,El día del medio ambiente,El día de la mujer,El día del niño
¿Cuál de los siguientes políticos no ha estado implicado en la trama Gürtel?,Historia,Francisco Camps,Esteban González Pons,Mariano Rajoy,Luis Bárcenas
¿Cuántos siglos duró el Siglo de Oro?,Historia,Dos,Uno,Tres,Medio
¿Qué fue Dracón?,Historia,Legislador,Comerciante,Médico,Guerrero
¿Cómo murió Jacques de Molay, último gran maestre templario?,Historia,En la hoguera,Envenenado,De risa,Enfermedad
¿Quién es el actual presidente de México (2014)?,Historia,Enrique Peña Nieto,Felipe Calderón Hinojosa,Hugo Chávez,Vicente Fox
¿Quién liberó a Argentina, Chile y Perú?,Historia,Ernesto 'Che' Guevara,Manual Belgrano,José de San Martín,Simón Bolívar
¿Dónde surgió la filosofía?,Historia,Grecia,España,Egipto,Japón
¿Para qué fue creado el plan Marshall en 1947?,Historia,Regalo,Conquista,Reconstrucción,Comercio
¿Quién fue galardonado con el premio Nobel de la Paz en 2007?,Historia,Albert Einstein,Albert Gore,Albert Schweitzer,Albert Van Bommel
¿Cómo llamaban a Dios los testigos de Jehová?,Historia,Mutante,Buda,Jehová,Jesús
¿Cómo se llama la sustancia que se utiliza en la Iglesia para hacer mucho humo?,Historia,Vino,Carbón,Aceite,Incienso
¿Qué modelo de Estado se propugna en la Constitución española?,Historia,Estado federal,Estado social y democrático de Derecho,Estado de Derecho,Estado liberal
¿Cómo se llama la capital del antiguo imperio azteca?,Historia,Quetzalcoatl,Tenochtitlan,Culhuacan,Texcoco
Los cuatro evangelistas de la Biblia son Mateo, Marcos, Lucas y...,Historia,Antonio,Jésus,José,Juan
¿Quién gobernó Francia desde 1799 a 1815?,Historia,Adam Smith,François Quesnay,Napoleón Bonaparte,Louis Bonaldgug
¿Qué modelo de Seat significó la motorización de los españoles?,Historia,500,Ibiza,600,León
¿Quién presidia España durante el fallido golpe de estado del 23 de Febrero de 1981?,Historia,Adolfo Suárez,Leopoldo Calvo Sotelo,Felipe Gonzalez,Manual Fraga Iribarne
¿Cuál es la capital del noroeste de España, la capital del reino homónimo medieval?,Historia,León,Salamanca,Valladolid,Zamora
¿De que estaba fabricado originalmente el maquillaje blanco de las Geishas?,Historia,Harina,Arroz molido,Plomo,Flores de loto
¿Cuál de estos nombres en clave no se corresponde con el de una playa del desembarco de Normandía?,Historia,Utah,Todos son correctos,Juno,Sword
¿Qué motivó la rebelión que dio lugar a la Guerra de la Independencia de EEUU?,Historia,Esclavitud,Impuesto,Corrupción,Represión
¿En qué año se dictó la primera Constitución española?,Historia,1810,1714,1812,1896
¿En qué país nació el protestantismo?,Historia,Alemania,Italia,Francia,Polonia
¿Qué imperio llegó a conquistar casí toda Europa?,Historia,Cartago,Romano,Espartano,Vikingo
¿Quiénes fueron los Reyes Católicos?,Historia,Juana I y Felipe I,Isabel I y Fernando II,Isabel II y Francisco de Asís,Isabel I y Fernando VII
¿De qué color es el humo que informa a los creyentes de que se ha elegido un Papa nuevo?,Historia,Negro,Rojo,Amarillo,Blanco
¿Cuántos colores tiene la bandera española?,Historia,Tres,Cuatro,Dos,Uno
¿En qué año se instauró el sufragio femenino en España?,Historia,1921,1931,1951,1971
¿Qué sobrenombre tenía Guillermo I de Inglaterra?,Historia,El Valiente,El Loco,El Conquistador,El Tirano
¿Maria Antonieta fue reina de qué país?,Historia,Francia,Nunca fue reina,Países Bajos,Reino Unido
¿Quién consquistó Valencia de los musulmanes?,Historia,El Cid Campeador,Fernando III,Jaume I,Pere el maestro
¿En qué provincia nació el Cid Campeador?,Historia,Salamanca,Cantabria,Burgos,León
¿Dónde vivía Ana Frank?,Historia,Viena,Berlín,Ámsterdam,Brujas
¿Qué ciudad española era conocida como 'Lucentum' por los romanos?,Historia,Lugo,Alicante,Murcia,Barcelona
¿En qué viaje Colón encontró a los Mayas?,Historia,Cuarto,Tercero,Segundo,Primero
¿Cómo se llamaba el prisionero que fue liberado por Pilato en lugar de Jesús?,Historia,Barrabás,Judas,José de Arimatea,Jordi Hurtado
¿En qué año viajó el primer hombre a la luna?,Historia,1969,1968,1979,1957
¿Qué país fue el aliado de la marina española en la batalla de trafalgar?,Historia,Inglaterra,Portugal,Francia,Rusia
¿Cuántos mandamientos hay en el cristianismo?,Historia,9,10,11,12
¿Cuántas huelgas generales se hicieron en España en 2012?,Historia,Tres,Ninguna,Una,Dos
¿Quién ganó las elecciones presidenciales de la república de México en 2012?,Historia,Enrique Peña Nieto,Andres Manuel,Josefina Vazquez,Gabriel Quadri
¿De dónde es originario el pan con aceite y azúcar?,Historia,Castilla la Mancha,Valencia,Andalucía ,Cataluña
¿En qué año se proclamó la II República Española?,Historia,1925,1931,1933,1936
¿Quién es conocido como " El Victorioso de Alá"?,Historia,Abderram I,Abderramam III,Hisam II,Almanzor
¿Para qué vehículo se necesitó un carné de conducir por primera vez en España?,Historia,Coche de caballos ,Automóvil,Todos ,Bicicleta
¿De qué árbol eran las hojas que llevaban en la cabeza los antiguos romanos para simbolizar la victoria?,Historia,Olivo ,Naranjo ,Pino ,Laurel 
¿Cómo era la relación de Juana I La Loca con su marido, Felipe I?,Historia,Juana detestaba a su marido,Juana sentía unos celos patológicos ,Estuvieron siempre enamorados,Ninguna es correcta
¿A qué reino ha pertenecido históricamente Cataluña?,Historia,Francia,Navarra,Castilla,Aragón
¿En qué país nació el rey Juan Carlos I ?,Historia,España,Austria,Francia,Italia
¿Cómo se llamaba el hermano de Napoleón Bonaparte ?,Historia,Jose Bonaparte ,Pierre Bonaparte ,Pita Bonaparte ,Ernesto Bonaparte
¿Cuál era el nombre de pila de Lenin?,Historia,Vladímir,Aléksey,Iósif,Aleksandr
¿Libertad,Igualdad...¿Cuál es el tercer término del lema de la Revolución Francesa?,Historia,Apacibilidad,Austeridad,Fraternidad ,Probabilidad
¿Qué ciudad fue llamada por los árabes Al-Basit?,Historia,Alicante ,Albarracín,Almería ,Albacete
¿Cuál es la fruta de Canarias?,Historia,Plátano,Manzana,Pera,Naranja
¿Cuál es el nombre fenicio de la ciudad de Málaga?,Historia,Cártago ,Malake,Gades,Malaka
¿Qué Imperio se disolvió,después de 846 años, el 6 de agosto de 1806?,Historia,El Imperio bizantino ,El Imperio de los Samurais,El Imperio dorado de Los Incas ,El Sacro Imperio Romano Germánico
¿De qué manera consiguió EEUU el estado de Alaska de manos de Rusia?,Historia,Lo conquistó,Lo compró,Lo invadió,Siempre perteneció a EEUU
¿Cómo era conocido también el faraón Akenatón, por adorar a un solo Dios?,Historia,El feo ,El ateo ,El loco ,El hereje
¿Quién dijo que la diferencia entre la estupidez y la genialidad es que la genialidad tiene límites ?,Historia,Einstein,Ghandi,Nietzsche,Wilde
¿En qué viaje Colón encontró a los mayas ?,Historia,Cuarto ,Tercero ,Segundo ,Primero 
¿Dónde se encuentra actualmente la Dama de Elche ?,Historia,En Elche ,En Madrid,En Segovia,En Barcelona
¿En qué tres estamentos estaba dividida la sociedad en el Antiguo Régimen ?,Historia,Déspotas,nobleza y judíos,Déspotas,clero y corte ,Nobleza,tercer estado y judíos,Clero, nobleza y tercer estado
¿Qué otro nombre recibió la Primera Guerra Mundial hasta 1939 ?,Historia,La Guerra de los 100 años,La Gran Guerra,La Guerra entre las Guerras,Ningún otro
¿En qué año dejó de existir el estado llamado Yugoslavia?,Historia,1989,1991,1994,2003
¿Cómo se llamaba el hijo bastardo de Carlos V ?,Historia,Duque de Alba,Juan de Austria,Juan de Tordesillas,Marqués de Villena
¿En qué año viajó el primer hombre a la luna?,Historia,1969,1968,1979,1957
¿Qué título recibían los soberanos musulmanes en España ?,Historia,Rey ,Jeque ,Khaleesi ,Califa 
¿Qué comunidad autónoma tiene más kilómetros de costa?,Historia,Galicia ,Asturias ,Andalucía ,Islas Baleares 
¿Quién descubrió América ?,Historia,Cristobal Colón ,Fernando Alonso ,Ludwing van Beethoven ,Un hombre lobo 
¿En qué año se abrió el canal de Panamá ?,Historia,1879,1914,1810,1888
